"","X.3","X.2","datetime","station_id","type","ta","rh","No","station_lat","station_lon","sunrise","sunset","time_of_day","period","date","phenophase","Year","Month","Day_of_month","Hour","YYYYMMDDHHMM_To","WindSpeed_Avg_m_s","WindSpeed_Max_m_s","cooling_rate","time_after_sunset","temp_diff"
"6090",30450,30450,"2023-09-11 19:00:00","FRSEEP","measured",24.7085,54.8883333333333,1,48.011264,7.819404,"2023-09-11 05:00:58","2023-09-11 17:53:03",19,"night","2023-09-11","full_canopy",2023,9,11,17,"2023-09-11 17:59:00",1.15,1.92,2.2546666666667,1,0.466333333333299
"6091",30451,30451,"2023-09-11 20:00:00","FRSEEP","measured",24.2115,57.2333333333333,1,48.011264,7.819404,"2023-09-11 05:00:58","2023-09-11 17:53:03",20,"night","2023-09-11","full_canopy",2023,9,11,18,"2023-09-11 18:59:00",3.89,6.41,0.497,2,0.138500000000001
"6092",30457,30457,"2023-09-11 21:00:00","FRSEEP","measured",21.7686666666667,67.825,1,48.011264,7.819404,"2023-09-11 05:00:58","2023-09-11 17:53:03",21,"night","2023-09-11","full_canopy",2023,9,11,19,"2023-09-11 19:59:00",6.15,7.3,2.4428333333333,3,0.827999999999999
"6093",30464,30464,"2023-09-11 22:00:00","FRSEEP","measured",21.6605,66.6166666666667,1,48.011264,7.819404,"2023-09-11 05:00:58","2023-09-11 17:53:03",22,"night","2023-09-11","full_canopy",2023,9,11,20,"2023-09-11 20:59:00",3.23,6.06,0.108166666666701,4,0.118833333333303
"6094",30469,30469,"2023-09-11 23:00:00","FRSEEP","measured",21.4485,64.3433333333334,1,48.011264,7.819404,"2023-09-11 05:00:58","2023-09-11 17:53:03",23,"night","2023-09-11","full_canopy",2023,9,11,21,"2023-09-11 21:59:00",1.82,2.71,0.212,5,0.0770000000000017
"6095",30474,30474,"2023-09-12 00:00:00","FRSEEP","measured",19.6193333333333,77.4433333333334,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",0,"night","2023-09-11","full_canopy",2023,9,11,22,"2023-09-11 22:59:00",3.56,5.79,1.8291666666667,6,1.1431666666667
"6096",30479,30479,"2023-09-12 01:00:00","FRSEEP","measured",19.365,77.4883333333333,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",1,"night","2023-09-11","full_canopy",2023,9,11,23,"2023-09-11 23:59:00",2.23,3.52,0.254333333333303,7,1.5178333333333
"6097",30485,30485,"2023-09-12 02:00:00","FRSEEP","measured",20.986,66.7233333333333,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",2,"night","2023-09-12","full_canopy",2023,9,12,0,"2023-09-12 00:59:00",2.84,4.15,-1.621,8,-0.169333333333302
"6098",30489,30489,"2023-09-12 03:00:00","FRSEEP","measured",20.4775,68.2633333333334,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",3,"night","2023-09-12","full_canopy",2023,9,12,1,"2023-09-12 01:59:00",3.17,4.82,0.508500000000002,9,-0.1591666666667
"6099",30494,30494,"2023-09-12 04:00:00","FRSEEP","measured",19.2015,76.7133333333334,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",4,"night","2023-09-12","full_canopy",2023,9,12,2,"2023-09-12 02:59:00",2.87,5.17,1.276,10,0.774333333333299
"6100",30500,30500,"2023-09-12 05:00:00","FRSEEP","measured",19.2281666666667,75.2766666666667,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",5,"night","2023-09-12","full_canopy",2023,9,12,3,"2023-09-12 03:59:00",1.49,2.83,-0.0266666666666993,11,0.620000000000001
"6101",30504,30504,"2023-09-12 06:00:00","FRSEEP","measured",19.1411666666667,77.6,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",6,"day","2023-09-12","full_canopy",2023,9,12,4,"2023-09-12 04:59:00",2.09,3.45,0.0869999999999997,12,1.1628333333333
"6102",30508,30508,"2023-09-12 07:00:00","FRSEEP","measured",23.0166666666667,64.24,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",7,"day","2023-09-12","full_canopy",2023,9,12,5,"2023-09-12 05:59:00",2.07,3.63,-3.8755,13,-0.2278333333334
"6103",30512,30512,"2023-09-12 08:00:00","FRSEEP","measured",24.3545,61.795,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",8,"day","2023-09-12","full_canopy",2023,9,12,6,"2023-09-12 06:59:00",2.48,4.26,-1.3378333333333,14,0.165499999999998
"6104",30520,30520,"2023-09-12 09:00:00","FRSEEP","measured",28.2178333333333,47.0733333333333,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",9,"day","2023-09-12","full_canopy",2023,9,12,7,"2023-09-12 07:59:00",2.43,4.2,-3.8633333333333,15,-1.1631666666666
"6105",30521,30521,"2023-09-12 10:00:00","FRSEEP","measured",29.2526666666667,35.6966666666667,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",10,"day","2023-09-12","full_canopy",2023,9,12,8,"2023-09-12 08:59:00",1.17,2.51,-1.0348333333334,16,1.2415
"6106",30526,30526,"2023-09-12 11:00:00","FRSEEP","measured",30.497,29.2983333333333,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",11,"day","2023-09-12","full_canopy",2023,9,12,9,"2023-09-12 09:59:00",2.74,4.79,-1.2443333333333,17,1.7843333333333
"6107",30533,30533,"2023-09-12 12:00:00","FRSEEP","measured",31.2513333333333,28.86,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",12,"day","2023-09-12","full_canopy",2023,9,12,10,"2023-09-12 10:59:00",3.59,4.93,-0.7543333333333,18,1.9703333333334
"6108",30536,30536,"2023-09-12 13:00:00","FRSEEP","measured",31.959,29.2166666666667,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",13,"day","2023-09-12","full_canopy",2023,9,12,11,"2023-09-12 11:59:00",4.24,5.94,-0.7076666666667,19,2.0436666666667
"6109",30545,30545,"2023-09-12 14:00:00","FRSEEP","measured",32.2741666666667,21.935,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",14,"day","2023-09-12","full_canopy",2023,9,12,12,"2023-09-12 12:59:00",4.22,5.85,-0.315166666666702,20,0.846166666666598
"6110",30550,30550,"2023-09-12 15:00:00","FRSEEP","measured",32.3365,24.5183333333334,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",15,"day","2023-09-12","full_canopy",2023,9,12,13,"2023-09-12 13:59:00",4.01,6.06,-0.0623333333332994,21,-0.602333333333302
"6111",30555,30555,"2023-09-12 16:00:00","FRSEEP","measured",31.4636666666667,28.9366666666667,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",16,"day","2023-09-12","full_canopy",2023,9,12,14,"2023-09-12 14:59:00",4.16,6.07,0.8728333333333,22,-0.809999999999999
"6112",30556,30556,"2023-09-12 17:00:00","FRSEEP","measured",29.186,34.705,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",17,"day","2023-09-12","full_canopy",2023,9,12,15,"2023-09-12 15:59:00",3.82,5.19,2.2776666666667,23,-0.3565
"6113",30564,30564,"2023-09-12 18:00:00","FRSEEP","measured",27.4513333333333,35.63,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",18,"night","2023-09-12","full_canopy",2023,9,12,16,"2023-09-12 16:59:00",3.14,4.57,1.7346666666667,0,-0.2953333333333
"6114",30566,30566,"2023-09-12 19:00:00","FRSEEP","measured",26.69,40.7683333333333,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",19,"night","2023-09-12","full_canopy",2023,9,12,17,"2023-09-12 17:59:00",3.82,5.3,0.761333333333297,1,-0.217166666666703
"6115",30575,30575,"2023-09-12 20:00:00","FRSEEP","measured",25.3621666666667,50.3433333333334,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",20,"night","2023-09-12","full_canopy",2023,9,12,18,"2023-09-12 18:59:00",4.72,5.66,1.3278333333333,2,-0.206666666666699
"6116",30577,30577,"2023-09-12 21:00:00","FRSEEP","measured",23.6535,57.0733333333334,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",21,"night","2023-09-12","full_canopy",2023,9,12,19,"2023-09-12 19:59:00",3.55,5.28,1.7086666666667,3,0.398
"6117",30582,30582,"2023-09-12 22:00:00","FRSEEP","measured",22.8818333333333,68.5333333333334,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",22,"night","2023-09-12","full_canopy",2023,9,12,20,"2023-09-12 20:59:00",2.2,3.36,0.7716666666667,4,-0.093
"6118",30590,30590,"2023-09-12 23:00:00","FRSEEP","measured",20.7238333333333,83.22,1,48.011264,7.819404,"2023-09-12 05:02:19","2023-09-12 17:50:58",23,"night","2023-09-12","full_canopy",2023,9,12,21,"2023-09-12 21:59:00",3.12,7.11,2.158,5,-0.2783333333333
"6119",30593,30593,"2023-09-13 00:00:00","FRSEEP","measured",19.5663333333333,91.2316666666666,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",0,"night","2023-09-12","full_canopy",2023,9,12,22,"2023-09-12 22:59:00",2.8,5.83,1.1575,6,-0.0678333333333008
"6120",30598,30598,"2023-09-13 01:00:00","FRSEEP","measured",19.1006666666667,90.805,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",1,"night","2023-09-12","full_canopy",2023,9,12,23,"2023-09-12 23:59:00",3.05,4.94,0.4656666666666,7,-0.304833333333402
"6121",30605,30605,"2023-09-13 02:00:00","FRSEEP","measured",18.875,92.1600000000001,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",2,"night","2023-09-13","full_canopy",2023,9,13,0,"2023-09-13 00:59:00",2.59,4.2,0.225666666666701,8,-0.124666666666698
"6122",30610,30610,"2023-09-13 03:00:00","FRSEEP","measured",18.8798333333333,90.5083333333333,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",3,"night","2023-09-13","full_canopy",2023,9,13,1,"2023-09-13 01:59:00",2.57,5.25,-0.00483333333329838,9,-0.124499999999998
"6123",30613,30613,"2023-09-13 04:00:00","FRSEEP","measured",18.9755,89.515,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",4,"night","2023-09-13","full_canopy",2023,9,13,2,"2023-09-13 02:59:00",2.76,4.42,-0.0956666666667019,10,-0.2871666666667
"6124",30620,30620,"2023-09-13 05:00:00","FRSEEP","measured",18.8108333333333,91.0083333333333,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",5,"night","2023-09-13","full_canopy",2023,9,13,3,"2023-09-13 03:59:00",2.8,4.47,0.164666666666701,11,-0.1458333333333
"6125",30624,30624,"2023-09-13 06:00:00","FRSEEP","measured",18.673,90.425,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",6,"day","2023-09-13","full_canopy",2023,9,13,4,"2023-09-13 04:59:00",1.67,2.38,0.137833333333301,12,0.0516666666667014
"6126",30630,30630,"2023-09-13 07:00:00","FRSEEP","measured",19.217,87.4233333333333,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",7,"day","2023-09-13","full_canopy",2023,9,13,5,"2023-09-13 05:59:00",1.63,2.88,-0.544,13,0.137500000000003
"6127",30631,30631,"2023-09-13 08:00:00","FRSEEP","measured",20.5721666666667,79.1233333333333,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",8,"day","2023-09-13","full_canopy",2023,9,13,6,"2023-09-13 06:59:00",1.47,2.69,-1.3551666666667,14,0.178666666666601
"6128",30638,30638,"2023-09-13 09:00:00","FRSEEP","measured",21.5596666666667,72.1966666666667,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",9,"day","2023-09-13","full_canopy",2023,9,13,7,"2023-09-13 07:59:00",1.59,2.87,-0.987500000000001,15,0.6971666666666
"6129",30644,30644,"2023-09-13 10:00:00","FRSEEP","measured",21.9055,69.935,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",10,"day","2023-09-13","full_canopy",2023,9,13,8,"2023-09-13 08:59:00",2.98,4.58,-0.345833333333299,16,0.6636666666667
"6130",30646,30646,"2023-09-13 11:00:00","FRSEEP","measured",21.8918333333333,75.815,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",11,"day","2023-09-13","full_canopy",2023,9,13,9,"2023-09-13 09:59:00",3.44,4.7,0.0136666666667011,17,0.185166666666703
"6131",30651,30651,"2023-09-13 12:00:00","FRSEEP","measured",20.51,80.1033333333333,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",12,"day","2023-09-13","full_canopy",2023,9,13,10,"2023-09-13 10:59:00",2.85,4.24,1.3818333333333,18,0.481499999999997
"6132",30658,30658,"2023-09-13 13:00:00","FRSEEP","measured",19.949,87.0033333333333,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",13,"day","2023-09-13","full_canopy",2023,9,13,11,"2023-09-13 11:59:00",2.55,5.84,0.561,19,0.157833333333297
"6133",30664,30664,"2023-09-13 14:00:00","FRSEEP","measured",21.6888333333333,77.025,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",14,"day","2023-09-13","full_canopy",2023,9,13,12,"2023-09-13 12:59:00",2.94,7.13,-1.7398333333333,20,0.166333333333402
"6134",30666,30666,"2023-09-13 15:00:00","FRSEEP","measured",20.0445,76.0566666666667,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",15,"day","2023-09-13","full_canopy",2023,9,13,13,"2023-09-13 13:59:00",1.66,2.82,1.6443333333333,21,0.1993333333333
"6135",30673,30673,"2023-09-13 16:00:00","FRSEEP","measured",19.6058333333333,76.7149999999999,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",16,"day","2023-09-13","full_canopy",2023,9,13,14,"2023-09-13 14:59:00",3,7.63,0.438666666666698,22,-0.0016666666666012
"6136",30680,30680,"2023-09-13 17:00:00","FRSEEP","measured",19.8471666666667,79.3366666666666,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",17,"day","2023-09-13","full_canopy",2023,9,13,15,"2023-09-13 15:59:00",2.23,5.28,-0.241333333333397,23,-0.0536666666666967
"6137",30682,30682,"2023-09-13 18:00:00","FRSEEP","measured",19.4411666666667,81.5866666666667,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",18,"night","2023-09-13","full_canopy",2023,9,13,16,"2023-09-13 16:59:00",1.4,2.15,0.405999999999999,0,-0.0599999999999987
"6138",30689,30689,"2023-09-13 19:00:00","FRSEEP","measured",18.574,91.6366666666667,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",19,"night","2023-09-13","full_canopy",2023,9,13,17,"2023-09-13 17:59:00",1.53,2.77,0.867166666666698,1,0.470333333333297
"6139",30692,30692,"2023-09-13 20:00:00","FRSEEP","measured",18.633,90.1133333333333,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",20,"night","2023-09-13","full_canopy",2023,9,13,18,"2023-09-13 18:59:00",1.17,2.19,-0.0589999999999975,2,0.242333333333303
"6140",30696,30696,"2023-09-13 21:00:00","FRSEEP","measured",18.4115,92.3533333333335,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",21,"night","2023-09-13","full_canopy",2023,9,13,19,"2023-09-13 19:59:00",1.42,2.53,0.221499999999999,3,-0.0655000000000001
"6141",30703,30703,"2023-09-13 22:00:00","FRSEEP","measured",18.2858333333333,90.0783333333334,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",22,"night","2023-09-13","full_canopy",2023,9,13,20,"2023-09-13 20:59:00",2.1,3.01,0.125666666666699,4,-0.125500000000002
"6142",30709,30709,"2023-09-13 23:00:00","FRSEEP","measured",17.8006666666667,90.17,1,48.011264,7.819404,"2023-09-13 05:03:40","2023-09-13 17:48:53",23,"night","2023-09-13","full_canopy",2023,9,13,21,"2023-09-13 21:59:00",1.3,1.91,0.485166666666601,5,0.00516666666660015
"6143",30711,30711,"2023-09-14 00:00:00","FRSEEP","measured",17.4225,89.5933333333334,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",0,"night","2023-09-13","full_canopy",2023,9,13,22,"2023-09-13 22:59:00",1.49,2.21,0.378166666666701,6,0.0386666666666997
"6144",30718,30718,"2023-09-14 01:00:00","FRSEEP","measured",16.7718333333333,88.84,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",1,"night","2023-09-13","full_canopy",2023,9,13,23,"2023-09-13 23:59:00",1.74,2.42,0.650666666666698,7,-0.025500000000001
"6145",30724,30724,"2023-09-14 02:00:00","FRSEEP","measured",15.8655,92.3849999999999,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",2,"night","2023-09-14","full_canopy",2023,9,14,0,"2023-09-14 00:59:00",2.7,4.03,0.906333333333301,8,0.396000000000001
"6146",30726,30726,"2023-09-14 03:00:00","FRSEEP","measured",15.1148333333333,99.0216666666667,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",3,"night","2023-09-14","full_canopy",2023,9,14,1,"2023-09-14 01:59:00",2.77,4.36,0.750666666666701,9,0.881500000000001
"6147",30733,30733,"2023-09-14 04:00:00","FRSEEP","measured",15.5023333333333,96.65,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",4,"night","2023-09-14","full_canopy",2023,9,14,2,"2023-09-14 02:59:00",1.77,3.69,-0.387500000000001,10,0.308499999999999
"6148",30738,30738,"2023-09-14 05:00:00","FRSEEP","measured",15.2528333333333,98.4849999999999,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",5,"night","2023-09-14","full_canopy",2023,9,14,3,"2023-09-14 03:59:00",1.92,3.05,0.249500000000001,11,0.544833333333401
"6149",30745,30745,"2023-09-14 06:00:00","FRSEEP","measured",15.7968333333333,98.0000000000001,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",6,"day","2023-09-14","full_canopy",2023,9,14,4,"2023-09-14 04:59:00",1.63,2.53,-0.544,12,0.3638333333334
"6150",30748,30748,"2023-09-14 07:00:00","FRSEEP","measured",16.6436666666667,93.6616666666667,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",7,"day","2023-09-14","full_canopy",2023,9,14,5,"2023-09-14 05:59:00",0.98,1.84,-0.8468333333334,13,0.271333333333299
"6151",30753,30753,"2023-09-14 08:00:00","FRSEEP","measured",17.2423333333333,93.7166666666666,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",8,"day","2023-09-14","full_canopy",2023,9,14,6,"2023-09-14 06:59:00",1.43,1.93,-0.598666666666599,14,0.236166666666701
"6152",30760,30760,"2023-09-14 09:00:00","FRSEEP","measured",17.5775,88.6783333333334,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",9,"day","2023-09-14","full_canopy",2023,9,14,7,"2023-09-14 07:59:00",2.4,3.41,-0.335166666666701,15,0.219833333333298
"6153",30764,30764,"2023-09-14 10:00:00","FRSEEP","measured",19.2113333333333,80.3216666666666,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",10,"day","2023-09-14","full_canopy",2023,9,14,8,"2023-09-14 08:59:00",2.84,3.64,-1.6338333333333,16,0.399833333333401
"6154",30766,30766,"2023-09-14 11:00:00","FRSEEP","measured",20.1606666666667,77.2016666666667,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",11,"day","2023-09-14","full_canopy",2023,9,14,9,"2023-09-14 09:59:00",2.86,3.91,-0.949333333333399,17,1.0958333333333
"6155",30774,30774,"2023-09-14 12:00:00","FRSEEP","measured",22.219,68.6933333333333,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",12,"day","2023-09-14","full_canopy",2023,9,14,10,"2023-09-14 10:59:00",2.71,3.88,-2.0583333333333,18,0.7023333333333
"6156",30778,30778,"2023-09-14 13:00:00","FRSEEP","measured",23.379,62.8283333333333,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",13,"day","2023-09-14","full_canopy",2023,9,14,11,"2023-09-14 11:59:00",2.39,3.27,-1.16,19,0.898333333333298
"6157",30781,30781,"2023-09-14 14:00:00","FRSEEP","measured",24.072,58.02,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",14,"day","2023-09-14","full_canopy",2023,9,14,12,"2023-09-14 12:59:00",1.95,3.54,-0.692999999999998,20,0.141999999999999
"6158",30790,30790,"2023-09-14 15:00:00","FRSEEP","measured",24.2755,50.1833333333334,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",15,"day","2023-09-14","full_canopy",2023,9,14,13,"2023-09-14 13:59:00",3.53,5,-0.203500000000002,21,-0.442333333333302
"6159",30795,30795,"2023-09-14 16:00:00","FRSEEP","measured",23.7926666666667,51.7933333333334,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",16,"day","2023-09-14","full_canopy",2023,9,14,14,"2023-09-14 14:59:00",4.2,5.6,0.4828333333333,22,-0.107666666666702
"6160",30799,30799,"2023-09-14 17:00:00","FRSEEP","measured",23.8433333333333,51.5516666666666,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",17,"day","2023-09-14","full_canopy",2023,9,14,15,"2023-09-14 15:59:00",3.76,5.04,-0.0506666666666007,23,-0.651666666666603
"6161",30805,30805,"2023-09-14 18:00:00","FRSEEP","measured",21.3675,59.5616666666667,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",18,"night","2023-09-14","full_canopy",2023,9,14,16,"2023-09-14 16:59:00",3.42,4.37,2.4758333333333,0,0.197500000000002
"6162",30808,30808,"2023-09-14 19:00:00","FRSEEP","measured",19.9111666666667,64.5216666666666,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",19,"night","2023-09-14","full_canopy",2023,9,14,17,"2023-09-14 17:59:00",2.27,4.09,1.4563333333333,1,0.435000000000002
"6163",30811,30811,"2023-09-14 20:00:00","FRSEEP","measured",18.4315,71.9483333333333,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",20,"night","2023-09-14","full_canopy",2023,9,14,18,"2023-09-14 18:59:00",1.97,2.61,1.4796666666667,2,0.586166666666699
"6164",30818,30818,"2023-09-14 21:00:00","FRSEEP","measured",16.9985,80.0266666666666,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",21,"night","2023-09-14","full_canopy",2023,9,14,19,"2023-09-14 19:59:00",1.29,2.1,1.433,3,0.7321666666667
"6165",30825,30825,"2023-09-14 22:00:00","FRSEEP","measured",15.8123333333333,85.4433333333333,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",22,"night","2023-09-14","full_canopy",2023,9,14,20,"2023-09-14 20:59:00",1.53,2.53,1.1861666666667,4,0.878499999999999
"6166",30829,30829,"2023-09-14 23:00:00","FRSEEP","measured",15.0983333333333,87.5483333333333,1,48.011264,7.819404,"2023-09-14 05:05:01","2023-09-14 17:46:48",23,"night","2023-09-14","full_canopy",2023,9,14,21,"2023-09-14 21:59:00",1.01,2.56,0.713999999999999,5,0.857249999999999
"6167",30834,30834,"2023-09-15 00:00:00","FRSEEP","measured",14.5203333333333,86.7866666666666,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",0,"night","2023-09-14","full_canopy",2023,9,14,22,"2023-09-14 22:59:00",0.62,2.08,0.578000000000001,6,0.830666666666701
"6168",30838,30838,"2023-09-15 01:00:00","FRSEEP","measured",13.952,88.4233333333334,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",1,"night","2023-09-14","full_canopy",2023,9,14,23,"2023-09-14 23:59:00",1.22,2.01,0.5683333333333,7,0.6591666666667
"6169",30841,30841,"2023-09-15 02:00:00","FRSEEP","measured",13.2365,89.8533333333332,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",2,"night","2023-09-15","full_canopy",2023,9,15,0,"2023-09-15 00:59:00",1.8,2.22,0.7155,8,0.583833333333301
"6170",30849,30849,"2023-09-15 03:00:00","FRSEEP","measured",12.6666666666667,90.69,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",3,"night","2023-09-15","full_canopy",2023,9,15,1,"2023-09-15 01:59:00",1.27,1.92,0.5698333333333,9,0.6588333333333
"6171",30854,30854,"2023-09-15 04:00:00","FRSEEP","measured",12.2026666666667,93.105,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",4,"night","2023-09-15","full_canopy",2023,9,15,2,"2023-09-15 02:59:00",1.57,2.29,0.464,10,0.609166666666601
"6172",30859,30859,"2023-09-15 05:00:00","FRSEEP","measured",11.865,95.33,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",5,"night","2023-09-15","full_canopy",2023,9,15,3,"2023-09-15 03:59:00",1.18,1.55,0.337666666666699,11,0.6355
"6173",30862,30862,"2023-09-15 06:00:00","FRSEEP","measured",12.2266666666667,94.0083333333334,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",6,"day","2023-09-15","full_canopy",2023,9,15,4,"2023-09-15 04:59:00",1.22,1.7,-0.3616666666667,12,0.56
"6174",30867,30867,"2023-09-15 07:00:00","FRSEEP","measured",14.937,81.1566666666667,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",7,"day","2023-09-15","full_canopy",2023,9,15,5,"2023-09-15 05:59:00",1.03,1.41,-2.7103333333333,13,-0.9441666666667
"6175",30872,30872,"2023-09-15 08:00:00","FRSEEP","measured",16.7526666666667,74.9600000000001,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",8,"day","2023-09-15","full_canopy",2023,9,15,6,"2023-09-15 06:59:00",1.12,1.6,-1.8156666666667,14,-1.2265833333334
"6176",30878,30878,"2023-09-15 09:00:00","FRSEEP","measured",18.5406666666667,70.2316666666667,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",9,"day","2023-09-15","full_canopy",2023,9,15,7,"2023-09-15 07:59:00",1.33,1.97,-1.788,15,-0.518749999999997
"6177",30885,30885,"2023-09-15 10:00:00","FRSEEP","measured",20.3338333333333,65.5983333333333,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",10,"day","2023-09-15","full_canopy",2023,9,15,8,"2023-09-15 08:59:00",1.56,2.42,-1.7931666666666,16,1.0126666666667
"6178",30887,30887,"2023-09-15 11:00:00","FRSEEP","measured",22.265,60.1883333333334,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",11,"day","2023-09-15","full_canopy",2023,9,15,9,"2023-09-15 09:59:00",1.71,2.65,-1.9311666666667,17,1.3135
"6179",30894,30894,"2023-09-15 12:00:00","FRSEEP","measured",23.7238333333333,56.6116666666667,1,48.011264,7.819404,"2023-09-15 05:06:23","2023-09-15 17:44:43",12,"day","2023-09-15","full_canopy",2023,9,15,10,"2023-09-15 10:59:00",2.37,3.67,-1.4588333333333,18,1.4513333333334
