"","X.3","X.2","datetime","station_id","type","ta","rh","No","station_lat","station_lon","sunrise","sunset","time_of_day","period","date","phenophase","Year","Month","Day_of_month","Hour","YYYYMMDDHHMM_To","WindSpeed_Avg_m_s","WindSpeed_Max_m_s","cooling_rate","time_after_sunset","temp_diff"
"93",463,463,"2023-01-04 21:00:00","FRSEEP","measured",10.914,80.6649999999999,1,48.011264,7.819404,"2023-01-04 07:19:39","2023-01-04 15:49:30",21,"night","2023-01-04","leafless",2023,1,4,20,"2023-01-04 20:59:00",7.39,11.93,0.00699999999999967,5,-0.0661666666666996
"94",468,468,"2023-01-04 22:00:00","FRSEEP","measured",10.9295,81.2916666666667,1,48.011264,7.819404,"2023-01-04 07:19:39","2023-01-04 15:49:30",22,"night","2023-01-04","leafless",2023,1,4,21,"2023-01-04 21:59:00",8.48,11.77,-0.0155000000000012,6,-0.0613333333333017
"95",474,474,"2023-01-04 23:00:00","FRSEEP","measured",10.8531666666667,82.5699999999999,1,48.011264,7.819404,"2023-01-04 07:19:39","2023-01-04 15:49:30",23,"night","2023-01-04","leafless",2023,1,4,22,"2023-01-04 22:59:00",8.85,12.49,0.0763333333333005,7,-0.0566666666667004
"96",478,478,"2023-01-05 00:00:00","FRSEEP","measured",11.031,82.0266666666667,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",0,"night","2023-01-04","leafless",2023,1,4,23,"2023-01-04 23:59:00",9.1,13.26,-0.1778333333333,8,-0.0518333333333008
"97",485,485,"2023-01-05 01:00:00","FRSEEP","measured",11.0358333333333,83.0433333333333,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",1,"night","2023-01-05","leafless",2023,1,5,0,"2023-01-05 00:59:00",8.78,12.45,-0.00483333333330016,9,-0.0666666666666007
"98",486,486,"2023-01-05 02:00:00","FRSEEP","measured",10.78,85.875,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",2,"night","2023-01-05","leafless",2023,1,5,1,"2023-01-05 01:59:00",8.74,11.31,0.255833333333301,10,-0.0893333333332986
"99",493,493,"2023-01-05 03:00:00","FRSEEP","measured",10.8408333333333,85.2816666666667,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",3,"night","2023-01-05","leafless",2023,1,5,2,"2023-01-05 02:59:00",8.56,11.4,-0.0608333333333011,11,-0.0503333333333007
"100",497,497,"2023-01-05 04:00:00","FRSEEP","measured",10.8356666666667,85.94,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",4,"night","2023-01-05","leafless",2023,1,5,3,"2023-01-05 03:59:00",7.76,10.01,0.00516666666660015,12,-0.0346666666667002
"101",504,504,"2023-01-05 05:00:00","FRSEEP","measured",10.8401666666667,86.3616666666667,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",5,"night","2023-01-05","leafless",2023,1,5,4,"2023-01-05 04:59:00",7.88,9.64,-0.00450000000000017,13,-0.0323333333334013
"102",507,507,"2023-01-05 06:00:00","FRSEEP","measured",11.043,85.8233333333334,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",6,"night","2023-01-05","leafless",2023,1,5,5,"2023-01-05 05:59:00",7.07,9.58,-0.202833333333299,14,-0.0614999999999988
"103",514,514,"2023-01-05 07:00:00","FRSEEP","measured",11.1268333333333,86.1716666666667,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",7,"night","2023-01-05","leafless",2023,1,5,6,"2023-01-05 06:59:00",6.72,9.01,-0.0838333333333008,15,-0.0441666666665999
"104",518,518,"2023-01-05 08:00:00","FRSEEP","measured",11.351,86.2083333333334,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",8,"day","2023-01-05","leafless",2023,1,5,7,"2023-01-05 07:59:00",6.71,9.05,-0.224166666666701,16,-0.0198333333333007
"105",522,522,"2023-01-05 09:00:00","FRSEEP","measured",11.3053333333333,87.8283333333333,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",9,"day","2023-01-05","leafless",2023,1,5,8,"2023-01-05 08:59:00",5.9,8.67,0.0456666666667012,17,0.0024999999999995
"106",530,530,"2023-01-05 10:00:00","FRSEEP","measured",12.648,76.33,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",10,"day","2023-01-05","leafless",2023,1,5,9,"2023-01-05 09:59:00",3.88,6.4,-1.3426666666667,18,-0.125833333333299
"107",533,533,"2023-01-05 11:00:00","FRSEEP","measured",12.8518333333333,75.9116666666666,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",11,"day","2023-01-05","leafless",2023,1,5,10,"2023-01-05 10:59:00",3.38,5.9,-0.2038333333333,19,0.107833333333401
"108",536,536,"2023-01-05 12:00:00","FRSEEP","measured",13.03,77.71,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",12,"day","2023-01-05","leafless",2023,1,5,11,"2023-01-05 11:59:00",5.16,7.41,-0.1781666666667,20,0.0825000000000014
"109",543,543,"2023-01-05 13:00:00","FRSEEP","measured",13.3809166666667,75.7108333333333,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",13,"day","2023-01-05","leafless",2023,1,5,12,"2023-01-05 12:59:00",5.95,9.02,-0.3509166666667,21,0.10225
"110",547,547,"2023-01-05 14:00:00","FRSEEP","measured",13.057,77.4416666666667,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",14,"day","2023-01-05","leafless",2023,1,5,13,"2023-01-05 13:59:00",5.72,7.77,0.323916666666699,22,0.0406666666667004
"111",553,553,"2023-01-05 15:00:00","FRSEEP","measured",12.5166666666667,79.1283333333333,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",15,"day","2023-01-05","leafless",2023,1,5,14,"2023-01-05 14:59:00",5.14,7.15,0.540333333333301,23,0.0326666666666
"112",558,558,"2023-01-05 16:00:00","FRSEEP","measured",12.2095,80.9933333333333,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",16,"night","2023-01-05","leafless",2023,1,5,15,"2023-01-05 15:59:00",4.76,7.53,0.307166666666699,0,0.0274999999999999
"113",562,562,"2023-01-05 17:00:00","FRSEEP","measured",12.1898333333333,76.8966666666667,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",17,"night","2023-01-05","leafless",2023,1,5,16,"2023-01-05 16:59:00",4.35,6.34,0.0196666666666996,1,0.0238333333333998
"114",569,569,"2023-01-05 18:00:00","FRSEEP","measured",12.095,74.775,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",18,"night","2023-01-05","leafless",2023,1,5,17,"2023-01-05 17:59:00",3.74,6.26,0.0948333333333,2,-0.0660000000000007
"115",572,572,"2023-01-05 19:00:00","FRSEEP","measured",12.1413333333333,74.2583333333334,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",19,"night","2023-01-05","leafless",2023,1,5,18,"2023-01-05 18:59:00",3.74,5.26,-0.0463333333332994,3,-0.0428333333333004
"116",578,578,"2023-01-05 20:00:00","FRSEEP","measured",11.9303333333333,73.71,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",20,"night","2023-01-05","leafless",2023,1,5,19,"2023-01-05 19:59:00",3.08,4.71,0.211,4,-0.287666666666599
"117",585,585,"2023-01-05 21:00:00","FRSEEP","measured",11.4643333333333,76.8333333333334,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",21,"night","2023-01-05","leafless",2023,1,5,20,"2023-01-05 20:59:00",2.92,4.42,0.465999999999999,5,-0.398
"118",587,587,"2023-01-05 22:00:00","FRSEEP","measured",11.076,79.0633333333334,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",22,"night","2023-01-05","leafless",2023,1,5,21,"2023-01-05 21:59:00",3.48,4.11,0.3883333333333,6,-0.4353333333333
"119",595,595,"2023-01-05 23:00:00","FRSEEP","measured",10.8505,79.1050000000001,1,48.011264,7.819404,"2023-01-05 07:19:28","2023-01-05 15:50:33",23,"night","2023-01-05","leafless",2023,1,5,22,"2023-01-05 22:59:00",3.7,4.93,0.2255,7,-0.4706666666667
"120",596,596,"2023-01-06 00:00:00","FRSEEP","measured",9.63033333333333,83.8383333333334,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",0,"night","2023-01-05","leafless",2023,1,5,23,"2023-01-05 23:59:00",3.02,3.98,1.22016666666667,8,-0.16650000000001
"121",601,601,"2023-01-06 01:00:00","FRSEEP","measured",8.27650000000001,90.3583333333333,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",1,"night","2023-01-06","leafless",2023,1,6,0,"2023-01-06 00:59:00",2.23,2.65,1.35383333333332,9,0.355499999999981
"122",610,610,"2023-01-06 02:00:00","FRSEEP","measured",8.2205,89.7966666666667,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",2,"night","2023-01-06","leafless",2023,1,6,1,"2023-01-06 01:59:00",2.39,3.26,0.0560000000000098,10,-0.33700000000001
"123",614,614,"2023-01-06 03:00:00","FRSEEP","measured",7.97416666666667,90.6683333333333,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",3,"night","2023-01-06","leafless",2023,1,6,2,"2023-01-06 02:59:00",2.61,4.44,0.24633333333333,11,-0.4425
"124",619,619,"2023-01-06 04:00:00","FRSEEP","measured",7.64950000000001,90.5283333333334,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",4,"night","2023-01-06","leafless",2023,1,6,3,"2023-01-06 03:59:00",3.52,4.63,0.324666666666659,12,-0.60233333333334
"125",622,622,"2023-01-06 05:00:00","FRSEEP","measured",7.47666666666666,91.1250000000001,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",5,"night","2023-01-06","leafless",2023,1,6,4,"2023-01-06 04:59:00",3.03,4.48,0.17283333333335,13,-0.33633333333333
"126",626,626,"2023-01-06 06:00:00","FRSEEP","measured",7.79966666666667,90.4033333333333,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",6,"night","2023-01-06","leafless",2023,1,6,5,"2023-01-06 05:59:00",1.55,2.3,-0.323000000000009,14,0.00133333333333052
"127",632,632,"2023-01-06 07:00:00","FRSEEP","measured",7.31833333333334,93.24,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",7,"night","2023-01-06","leafless",2023,1,6,6,"2023-01-06 06:59:00",1.76,3.3,0.48133333333333,15,-0.24450000000002
"128",637,637,"2023-01-06 08:00:00","FRSEEP","measured",8.44200000000001,91.1366666666667,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",8,"day","2023-01-06","leafless",2023,1,6,7,"2023-01-06 07:59:00",1.01,1.72,-1.12366666666667,16,-0.27183333333334
"129",644,644,"2023-01-06 09:00:00","FRSEEP","measured",9.75250000000001,86.0133333333332,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",9,"day","2023-01-06","leafless",2023,1,6,8,"2023-01-06 08:59:00",1.81,3.16,-1.3105,17,-0.0631666666666799
"130",650,650,"2023-01-06 10:00:00","FRSEEP","measured",10.756,81.275,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",10,"day","2023-01-06","leafless",2023,1,6,9,"2023-01-06 09:59:00",2.24,5.28,-1.00349999999999,18,0.083833333333299
"131",655,655,"2023-01-06 11:00:00","FRSEEP","measured",11.889,75.5166666666666,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",11,"day","2023-01-06","leafless",2023,1,6,10,"2023-01-06 10:59:00",4.59,6.59,-1.133,19,-0.2235
"132",660,660,"2023-01-06 12:00:00","FRSEEP","measured",13.0405,68.565,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",12,"day","2023-01-06","leafless",2023,1,6,11,"2023-01-06 11:59:00",4.74,6.66,-1.1515,20,-0.881166666666699
"133",663,663,"2023-01-06 13:00:00","FRSEEP","measured",12.8113333333333,69.155,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",13,"day","2023-01-06","leafless",2023,1,6,12,"2023-01-06 12:59:00",5.41,7.44,0.2291666666667,21,0.2991666666667
"134",668,668,"2023-01-06 14:00:00","FRSEEP","measured",11.8665,69.12,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",14,"day","2023-01-06","leafless",2023,1,6,13,"2023-01-06 13:59:00",5.08,7.87,0.9448333333333,22,0.161666666666699
"135",672,672,"2023-01-06 15:00:00","FRSEEP","measured",11.4238333333333,68.3833333333332,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",15,"day","2023-01-06","leafless",2023,1,6,14,"2023-01-06 14:59:00",5.76,7.4,0.4426666666667,23,0.0495000000000001
"136",677,677,"2023-01-06 16:00:00","FRSEEP","measured",10.9358333333333,69.94,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",16,"night","2023-01-06","leafless",2023,1,6,15,"2023-01-06 15:59:00",5.11,6.77,0.488000000000001,0,0.00766666666670091
"137",681,681,"2023-01-06 17:00:00","FRSEEP","measured",10.6125,71.1233333333334,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",17,"night","2023-01-06","leafless",2023,1,6,16,"2023-01-06 16:59:00",4.07,5.45,0.323333333333299,1,-0.0216666666667003
"138",689,689,"2023-01-06 18:00:00","FRSEEP","measured",10.4095,71.6883333333334,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",18,"night","2023-01-06","leafless",2023,1,6,17,"2023-01-06 17:59:00",3.42,4.89,0.203000000000001,2,-0.0709999999999997
"139",691,691,"2023-01-06 19:00:00","FRSEEP","measured",10.196,71.5516666666667,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",19,"night","2023-01-06","leafless",2023,1,6,18,"2023-01-06 18:59:00",3.27,4.23,0.2135,3,-0.1965
"140",700,700,"2023-01-06 20:00:00","FRSEEP","measured",9.56316666666667,74.0866666666667,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",20,"night","2023-01-06","leafless",2023,1,6,19,"2023-01-06 19:59:00",2.14,3.21,0.63283333333333,4,-0.429666666666659
"141",703,703,"2023-01-06 21:00:00","FRSEEP","measured",9.45366666666666,75.1400000000001,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",21,"night","2023-01-06","leafless",2023,1,6,20,"2023-01-06 20:59:00",1.94,2.79,0.109500000000009,5,-0.164
"142",706,706,"2023-01-06 22:00:00","FRSEEP","measured",9.242,74.9816666666668,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",22,"night","2023-01-06","leafless",2023,1,6,21,"2023-01-06 21:59:00",1.73,2.54,0.211666666666659,6,-0.0820000000000114
"143",712,712,"2023-01-06 23:00:00","FRSEEP","measured",9.31516666666667,72.775,1,48.011264,7.819404,"2023-01-06 07:19:15","2023-01-06 15:51:39",23,"night","2023-01-06","leafless",2023,1,6,22,"2023-01-06 22:59:00",2.43,3.13,-0.073166666666669,7,-0.16883333333333
"144",717,717,"2023-01-07 00:00:00","FRSEEP","measured",8.6775,78.3566666666667,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",0,"night","2023-01-06","leafless",2023,1,6,23,"2023-01-06 23:59:00",1.22,2.31,0.63766666666667,8,0.247833333333329
"145",724,724,"2023-01-07 01:00:00","FRSEEP","measured",8.58583333333334,80.9583333333334,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",1,"night","2023-01-07","leafless",2023,1,7,0,"2023-01-07 00:59:00",0.82,1.45,0.0916666666666597,9,0.241666666666649
"146",727,727,"2023-01-07 02:00:00","FRSEEP","measured",8.71966666666666,78.4350000000001,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",2,"night","2023-01-07","leafless",2023,1,7,1,"2023-01-07 01:59:00",1.35,1.95,-0.133833333333319,10,0.14966666666667
"147",733,733,"2023-01-07 03:00:00","FRSEEP","measured",8.59033333333333,81.1166666666668,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",3,"night","2023-01-07","leafless",2023,1,7,2,"2023-01-07 02:59:00",1.71,2.42,0.12933333333333,11,0.28900000000001
"148",736,736,"2023-01-07 04:00:00","FRSEEP","measured",8.90283333333334,77.2333333333334,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",4,"night","2023-01-07","leafless",2023,1,7,3,"2023-01-07 03:59:00",2.28,2.85,-0.312500000000011,12,0.0440000000000094
"149",743,743,"2023-01-07 05:00:00","FRSEEP","measured",8.62466666666667,80.0916666666666,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",5,"night","2023-01-07","leafless",2023,1,7,4,"2023-01-07 04:59:00",1.98,2.54,0.278166666666671,13,0.0919999999999899
"150",747,747,"2023-01-07 06:00:00","FRSEEP","measured",8.82249999999999,77.285,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",6,"night","2023-01-07","leafless",2023,1,7,5,"2023-01-07 05:59:00",2.44,3.84,-0.197833333333319,14,-0.144999999999989
"151",754,754,"2023-01-07 07:00:00","FRSEEP","measured",8.49450000000001,77.045,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",7,"night","2023-01-07","leafless",2023,1,7,6,"2023-01-07 06:59:00",2.79,3.67,0.32799999999998,15,-0.196000000000009
"152",757,757,"2023-01-07 08:00:00","FRSEEP","measured",8.95566666666668,70.4449999999999,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",8,"day","2023-01-07","leafless",2023,1,7,7,"2023-01-07 07:59:00",4.21,6.28,-0.461166666666671,16,-0.71666666666669
"153",765,765,"2023-01-07 09:00:00","FRSEEP","measured",10.4321666666667,63.4,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",9,"day","2023-01-07","leafless",2023,1,7,8,"2023-01-07 08:59:00",6.06,7.94,-1.47650000000002,17,-1.6116666666667
"154",770,770,"2023-01-07 10:00:00","FRSEEP","measured",12.0218333333333,58.6316666666666,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",10,"day","2023-01-07","leafless",2023,1,7,9,"2023-01-07 09:59:00",4.3,5.63,-1.5896666666666,18,-1.2996666666666
"155",775,775,"2023-01-07 11:00:00","FRSEEP","measured",13.1861666666667,54.7733333333334,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",11,"day","2023-01-07","leafless",2023,1,7,10,"2023-01-07 10:59:00",3.68,5.34,-1.1643333333334,19,-1.7525
"156",780,780,"2023-01-07 12:00:00","FRSEEP","measured",14.4636666666667,49.735,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",12,"day","2023-01-07","leafless",2023,1,7,11,"2023-01-07 11:59:00",1.54,2.29,-1.2775,20,-1.6125
"157",781,781,"2023-01-07 13:00:00","FRSEEP","measured",15.141,44.7183333333333,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",13,"day","2023-01-07","leafless",2023,1,7,12,"2023-01-07 12:59:00",3.32,5.01,-0.6773333333333,21,0.0966666666666995
"158",786,786,"2023-01-07 14:00:00","FRSEEP","measured",14.2633333333333,47.8250000000001,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",14,"day","2023-01-07","leafless",2023,1,7,13,"2023-01-07 13:59:00",4.51,7.36,0.8776666666667,22,-0.100166666666599
"159",794,794,"2023-01-07 15:00:00","FRSEEP","measured",13.696,51.4966666666667,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",15,"day","2023-01-07","leafless",2023,1,7,14,"2023-01-07 14:59:00",3.37,5.97,0.5673333333333,23,-0.864333333333299
"160",797,797,"2023-01-07 16:00:00","FRSEEP","measured",12.296,56.565,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",16,"night","2023-01-07","leafless",2023,1,7,15,"2023-01-07 15:59:00",3.34,5.52,1.4,0,-0.443
"161",802,802,"2023-01-07 17:00:00","FRSEEP","measured",10.9866666666667,60.0816666666666,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",17,"night","2023-01-07","leafless",2023,1,7,16,"2023-01-07 16:59:00",3.06,5.61,1.3093333333333,1,-0.6143333333334
"162",807,807,"2023-01-07 18:00:00","FRSEEP","measured",9.91433333333333,61.6516666666667,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",18,"night","2023-01-07","leafless",2023,1,7,17,"2023-01-07 17:59:00",4.26,6.04,1.07233333333337,2,-0.56833333333333
"163",814,814,"2023-01-07 19:00:00","FRSEEP","measured",9.24716666666666,62.3933333333334,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",19,"night","2023-01-07","leafless",2023,1,7,18,"2023-01-07 18:59:00",2.83,4.06,0.66716666666667,3,-0.31633333333331
"164",819,819,"2023-01-07 20:00:00","FRSEEP","measured",7.84833333333334,67.9533333333333,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",20,"night","2023-01-07","leafless",2023,1,7,19,"2023-01-07 19:59:00",2.93,4.35,1.39883333333332,4,0.0374999999999899
"165",823,823,"2023-01-07 21:00:00","FRSEEP","measured",6.10250000000001,76.0366666666667,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",21,"night","2023-01-07","leafless",2023,1,7,20,"2023-01-07 20:59:00",1.68,3.17,1.74583333333333,5,0.19366666666666
"166",827,827,"2023-01-07 22:00:00","FRSEEP","measured",5.58566666666667,80.7433333333334,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",22,"night","2023-01-07","leafless",2023,1,7,21,"2023-01-07 21:59:00",1.86,2.99,0.51683333333334,6,0.0161666666666695
"167",834,834,"2023-01-07 23:00:00","FRSEEP","measured",6.18799999999999,75.475,1,48.011264,7.819404,"2023-01-07 07:19:00","2023-01-07 15:52:46",23,"night","2023-01-07","leafless",2023,1,7,22,"2023-01-07 22:59:00",2.02,3.03,-0.60233333333332,7,-0.31133333333333
"168",837,837,"2023-01-08 00:00:00","FRSEEP","measured",6.867,68.8333333333334,1,48.011264,7.819404,"2023-01-08 07:18:41","2023-01-08 15:53:56",0,"night","2023-01-07","leafless",2023,1,7,23,"2023-01-07 23:59:00",2.1,3.2,-0.67900000000001,8,-0.3935
"169",844,844,"2023-01-08 01:00:00","FRSEEP","measured",8.22883333333333,62.5566666666667,1,48.011264,7.819404,"2023-01-08 07:18:41","2023-01-08 15:53:56",1,"night","2023-01-08","leafless",2023,1,8,0,"2023-01-08 00:59:00",2.56,3.31,-1.36183333333333,9,-0.86266666666666
"170",847,847,"2023-01-08 02:00:00","FRSEEP","measured",8.64816666666667,61.065,1,48.011264,7.819404,"2023-01-08 07:18:41","2023-01-08 15:53:56",2,"night","2023-01-08","leafless",2023,1,8,1,"2023-01-08 01:59:00",3.26,4.43,-0.41933333333334,10,-0.50733333333333
"171",852,852,"2023-01-08 03:00:00","FRSEEP","measured",9.3445,60.1416666666667,1,48.011264,7.819404,"2023-01-08 07:18:41","2023-01-08 15:53:56",3,"night","2023-01-08","leafless",2023,1,8,2,"2023-01-08 02:59:00",2.65,3.87,-0.69633333333333,11,-0.504666666666671
