"","X.3","X.2","datetime","station_id","type","ta","rh","No","station_lat","station_lon","sunrise","sunset","time_of_day","period","date","phenophase","Year","Month","Day_of_month","Hour","YYYYMMDDHHMM_To","WindSpeed_Avg_m_s","WindSpeed_Max_m_s","cooling_rate","time_after_sunset","temp_diff_UNIK","temp_diff_MESS"
"89",443,443,"2023-01-04 17:00:00","FRFRIE","measured",10.4588333333333,75.3183333333334,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",17,"night","2023-01-04","leafless",2023,1,4,16,"2023-01-04 16:59:00",8.07,11.8,-0.296166666666601,1,-0.120500000000002,0.0378333333333991
"90",450,450,"2023-01-04 18:00:00","FRFRIE","measured",10.8153333333333,75.235,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",18,"night","2023-01-04","leafless",2023,1,4,17,"2023-01-04 17:59:00",10.09,12.93,-0.356499999999999,2,-0.136999999999999,0.0433333333334005
"91",451,451,"2023-01-04 19:00:00","FRFRIE","measured",10.9933333333333,76.4233333333333,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",19,"night","2023-01-04","leafless",2023,1,4,18,"2023-01-04 18:59:00",9.48,12.37,-0.178000000000001,3,-0.0891666666665998,-0.0141666666666005
"92",459,459,"2023-01-04 20:00:00","FRFRIE","measured",11.0355,78.85,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",20,"night","2023-01-04","leafless",2023,1,4,19,"2023-01-04 19:59:00",7.65,12.9,-0.0421666666667004,4,-0.0903333333333016,-0.0308333333333
"93",464,464,"2023-01-04 21:00:00","FRFRIE","measured",11.0281666666667,80.9183333333334,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",21,"night","2023-01-04","leafless",2023,1,4,20,"2023-01-04 20:59:00",7.39,11.93,0.00733333333330144,5,-0.0753333333333988,-0.0619999999999994
"94",469,469,"2023-01-04 22:00:00","FRFRIE","measured",11.0173333333333,81.2183333333334,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",22,"night","2023-01-04","leafless",2023,1,4,21,"2023-01-04 21:59:00",8.48,11.77,0.0108333333333999,6,-0.1175,-0.0179999999999989
"95",475,475,"2023-01-04 23:00:00","FRFRIE","measured",10.9558333333333,82.2866666666667,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",23,"night","2023-01-04","leafless",2023,1,4,22,"2023-01-04 22:59:00",8.85,12.49,0.0614999999999988,7,-0.1035,-0.0331666666666006
"96",479,479,"2023-01-05 00:00:00","FRFRIE","measured",11.1148333333333,82.0083333333332,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",0,"night","2023-01-04","leafless",2023,1,4,23,"2023-01-04 23:59:00",9.1,13.26,-0.158999999999999,8,-0.0964999999999989,-0.0388333333332991
"97",483,483,"2023-01-05 01:00:00","FRFRIE","measured",11.1258333333333,83.1883333333334,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",1,"night","2023-01-05","leafless",2023,1,5,0,"2023-01-05 00:59:00",8.78,12.45,-0.011000000000001,9,-0.0633333333333006,-0.0978333333333001
"98",490,490,"2023-01-05 02:00:00","FRFRIE","measured",10.8995,85.4216666666667,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",2,"night","2023-01-05","leafless",2023,1,5,1,"2023-01-05 01:59:00",8.74,11.31,0.226333333333301,10,-0.2191666666667,-0.0124999999999993
"99",495,495,"2023-01-05 03:00:00","FRFRIE","measured",10.9873333333333,84.3850000000001,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",3,"night","2023-01-05","leafless",2023,1,5,2,"2023-01-05 02:59:00",8.56,11.4,-0.0878333333333003,11,-0.190166666666601,-0.0196666666666001
"100",496,496,"2023-01-05 04:00:00","FRFRIE","measured",10.9653333333333,84.8333333333333,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",4,"night","2023-01-05","leafless",2023,1,5,3,"2023-01-05 03:59:00",7.76,10.01,0.0220000000000002,12,-0.199,-0.00966666666660032
"101",502,502,"2023-01-05 05:00:00","FRFRIE","measured",11.0091666666667,85.1066666666667,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",5,"night","2023-01-05","leafless",2023,1,5,4,"2023-01-05 04:59:00",7.88,9.64,-0.0438333333333993,13,-0.194833333333399,-0.0189999999999984
"102",506,506,"2023-01-05 06:00:00","FRFRIE","measured",11.2111666666667,84.6733333333333,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",6,"night","2023-01-05","leafless",2023,1,5,5,"2023-01-05 05:59:00",7.07,9.58,-0.202,14,-0.1685,-0.034833333333399
"103",515,515,"2023-01-05 07:00:00","FRFRIE","measured",11.3501666666667,84.6833333333333,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",7,"night","2023-01-05","leafless",2023,1,5,6,"2023-01-05 06:59:00",6.72,9.01,-0.139000000000001,15,-0.1626666666667,-0.0470000000000006
"104",516,516,"2023-01-05 08:00:00","FRFRIE","measured",11.548,85.0133333333333,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",8,"day","2023-01-05","leafless",2023,1,5,7,"2023-01-05 07:59:00",6.71,9.05,-0.1978333333333,16,-0.1495,-0.0728333333332998
"105",524,524,"2023-01-05 09:00:00","FRFRIE","measured",11.4468333333333,88.08,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",9,"day","2023-01-05","leafless",2023,1,5,8,"2023-01-05 08:59:00",5.9,8.67,0.1011666666667,17,0.00533333333340025,-0.2288333333333
"106",527,527,"2023-01-05 10:00:00","FRFRIE","measured",13.0496666666667,75.24,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",10,"day","2023-01-05","leafless",2023,1,5,9,"2023-01-05 09:59:00",3.88,6.4,-1.6028333333334,18,0.120333333333299,-0.190666666666701
"107",532,532,"2023-01-05 11:00:00","FRFRIE","measured",13.024,74.585,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",11,"day","2023-01-05","leafless",2023,1,5,10,"2023-01-05 10:59:00",3.38,5.9,0.0256666666667016,19,-0.0628333333333,-0.165666666666699
"108",539,539,"2023-01-05 12:00:00","FRFRIE","measured",13.1050833333333,78.4133333333334,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",12,"day","2023-01-05","leafless",2023,1,5,11,"2023-01-05 11:59:00",5.16,7.41,-0.0810833333333001,20,-0.0979166666665989,-0.126249999999999
"109",544,544,"2023-01-05 13:00:00","FRFRIE","measured",13.9108333333333,74.0024999999999,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",13,"day","2023-01-05","leafless",2023,1,5,12,"2023-01-05 12:59:00",5.95,9.02,-0.805750000000002,21,-0.581000000000001,-0.287666666666601
"110",549,549,"2023-01-05 14:00:00","FRFRIE","measured",13.2311666666667,77.1099999999999,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",14,"day","2023-01-05","leafless",2023,1,5,13,"2023-01-05 13:59:00",5.72,7.77,0.6796666666666,22,-0.0908333333333999,-0.0748333333333999
"111",555,555,"2023-01-05 15:00:00","FRFRIE","measured",12.7036666666667,78.4633333333334,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",15,"day","2023-01-05","leafless",2023,1,5,14,"2023-01-05 14:59:00",5.14,7.15,0.5275,23,0.0104999999999986,-0.0326666666667013
"112",557,557,"2023-01-05 16:00:00","FRFRIE","measured",12.3766666666667,80.145,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",16,"night","2023-01-05","leafless",2023,1,5,15,"2023-01-05 15:59:00",4.76,7.53,0.327,0,-0.0754999999999999,0.005333333333299
"113",561,561,"2023-01-05 17:00:00","FRFRIE","measured",12.2668333333333,76.865,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",17,"night","2023-01-05","leafless",2023,1,5,16,"2023-01-05 16:59:00",4.35,6.34,0.1098333333334,1,-0.136000000000001,0.0198333333334002
"114",570,570,"2023-01-05 18:00:00","FRFRIE","measured",12.1631666666667,74.3958333333333,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",18,"night","2023-01-05","leafless",2023,1,5,17,"2023-01-05 17:59:00",3.74,6.26,0.1036666666666,2,-0.1638333333334,0.0264999999999986
"115",575,575,"2023-01-05 19:00:00","FRFRIE","measured",12.0451666666667,74.6633333333334,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",19,"night","2023-01-05","leafless",2023,1,5,18,"2023-01-05 18:59:00",3.74,5.26,0.118,3,-0.0648333333334001,0.0891666666665998
"116",577,577,"2023-01-05 20:00:00","FRFRIE","measured",11.763,74.945,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",20,"night","2023-01-05","leafless",2023,1,5,19,"2023-01-05 19:59:00",3.08,4.71,0.282166666666701,4,0.0145,0.2281666666667
"117",584,584,"2023-01-05 21:00:00","FRFRIE","measured",11.0443333333333,79.6716666666667,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",21,"night","2023-01-05","leafless",2023,1,5,20,"2023-01-05 20:59:00",2.92,4.42,0.718666666666699,5,0.184333333333399,0.132999999999999
"118",588,588,"2023-01-05 22:00:00","FRFRIE","measured",10.5948333333333,82.1458333333333,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",22,"night","2023-01-05","leafless",2023,1,5,21,"2023-01-05 21:59:00",3.48,4.11,0.4495,6,0.3028333333334,0.0876666666666992
"119",592,592,"2023-01-05 23:00:00","FRFRIE","measured",10.5188333333333,81.1808333333335,1,48.010887,7.841538,"2023-01-05 07:19:23","2023-01-05 15:50:28",23,"night","2023-01-05","leafless",2023,1,5,22,"2023-01-05 22:59:00",3.7,4.93,0.0760000000000005,7,0.314,0.1651666666667
"120",599,599,"2023-01-06 00:00:00","FRFRIE","measured",8.37291666666667,89.0283333333333,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",0,"night","2023-01-05","leafless",2023,1,5,23,"2023-01-05 23:59:00",3.02,3.98,2.14591666666663,8,1.28341666666666,-0.00991666666666013
"121",605,605,"2023-01-06 01:00:00","FRFRIE","measured",7.23816666666667,94.4133333333334,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",1,"night","2023-01-06","leafless",2023,1,6,0,"2023-01-06 00:59:00",2.23,2.65,1.13475,9,1.5295,0.0566666666666604
"122",608,608,"2023-01-06 02:00:00","FRFRIE","measured",7.01483333333333,95.9083333333335,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",2,"night","2023-01-06","leafless",2023,1,6,1,"2023-01-06 01:59:00",2.39,3.26,0.22333333333334,10,1.52533333333334,0.0603333333333396
"123",613,613,"2023-01-06 03:00:00","FRFRIE","measured",7.026,95.5466666666666,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",3,"night","2023-01-06","leafless",2023,1,6,2,"2023-01-06 02:59:00",2.61,4.44,-0.0111666666666697,11,1.09233333333332,-0.20433333333334
"124",616,616,"2023-01-06 04:00:00","FRFRIE","measured",6.69783333333334,95.8283333333333,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",4,"night","2023-01-06","leafless",2023,1,6,3,"2023-01-06 03:59:00",3.52,4.63,0.32816666666666,12,1.19183333333332,-0.5115
"125",623,623,"2023-01-06 05:00:00","FRFRIE","measured",6.57199999999999,96.4416666666667,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",5,"night","2023-01-06","leafless",2023,1,6,4,"2023-01-06 04:59:00",3.03,4.48,0.125833333333349,13,1.09766666666668,-0.182333333333331
"126",627,627,"2023-01-06 06:00:00","FRFRIE","measured",7.15708333333333,95.8141666666668,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",6,"night","2023-01-06","leafless",2023,1,6,5,"2023-01-06 05:59:00",1.55,2.3,-0.58508333333334,14,0.71308333333334,-0.0300833333333301
"127",633,633,"2023-01-06 07:00:00","FRFRIE","measured",6.76000000000001,96.6525,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",7,"night","2023-01-06","leafless",2023,1,6,6,"2023-01-06 06:59:00",1.76,3.3,0.39708333333332,15,1.06733333333333,0.181999999999991
"128",639,639,"2023-01-06 08:00:00","FRFRIE","measured",7.4875,96.3833333333334,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",8,"day","2023-01-06","leafless",2023,1,6,7,"2023-01-06 07:59:00",1.01,1.72,-0.72749999999999,16,0.866000000000009,0.155
"129",643,643,"2023-01-06 09:00:00","FRFRIE","measured",8.95908333333334,92.7541666666666,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",9,"day","2023-01-06","leafless",2023,1,6,8,"2023-01-06 08:59:00",1.81,3.16,-1.47158333333334,17,0.614083333333321,0.16441666666665
"130",648,648,"2023-01-06 10:00:00","FRFRIE","measured",10.6763333333333,83.2500000000001,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",10,"day","2023-01-06","leafless",2023,1,6,9,"2023-01-06 09:59:00",2.24,5.28,-1.71724999999996,18,0.1755,0.0552499999999991
"131",654,654,"2023-01-06 11:00:00","FRFRIE","measured",12.63,72.3766666666667,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",11,"day","2023-01-06","leafless",2023,1,6,10,"2023-01-06 10:59:00",4.59,6.59,-1.9536666666667,19,-0.4305,-0.351500000000001
"132",656,656,"2023-01-06 12:00:00","FRFRIE","measured",14.7128333333333,61.7666666666667,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",12,"day","2023-01-06","leafless",2023,1,6,11,"2023-01-06 11:59:00",4.74,6.66,-2.0828333333333,20,-2.4525,-0.804
"133",661,661,"2023-01-06 13:00:00","FRFRIE","measured",13.8415,64.8649999999999,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",13,"day","2023-01-06","leafless",2023,1,6,12,"2023-01-06 12:59:00",5.41,7.44,0.8713333333333,21,-1.8001666666667,-0.603
"134",667,667,"2023-01-06 14:00:00","FRFRIE","measured",12.0558333333333,68.2066666666666,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",14,"day","2023-01-06","leafless",2023,1,6,13,"2023-01-06 13:59:00",5.08,7.87,1.7856666666667,22,-0.1343333333333,0.141166666666699
"135",674,674,"2023-01-06 15:00:00","FRFRIE","measured",11.5981666666667,67.3283333333333,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",15,"day","2023-01-06","leafless",2023,1,6,14,"2023-01-06 14:59:00",5.76,7.4,0.457666666666601,23,-0.0338333333333996,-0.0213333333334003
"136",679,679,"2023-01-06 16:00:00","FRFRIE","measured",10.9603333333333,69.89,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",16,"night","2023-01-06","leafless",2023,1,6,15,"2023-01-06 15:59:00",5.11,6.77,0.637833333333399,0,-0.0105000000000004,0.0553333333333992
"137",682,682,"2023-01-06 17:00:00","FRFRIE","measured",10.3686666666667,74.6350000000001,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",17,"night","2023-01-06","leafless",2023,1,6,16,"2023-01-06 16:59:00",4.07,5.45,0.591666666666601,1,-0.00816666666669974,0.0341666666666001
"138",688,688,"2023-01-06 18:00:00","FRFRIE","measured",10.296,72.93,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",18,"night","2023-01-06","leafless",2023,1,6,17,"2023-01-06 17:59:00",3.42,4.89,0.0726666666667004,2,-0.037333333333299,-0.0131666666666987
"139",694,694,"2023-01-06 19:00:00","FRFRIE","measured",10.1605,72.255,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",19,"night","2023-01-06","leafless",2023,1,6,18,"2023-01-06 18:59:00",3.27,4.23,0.135499999999999,3,-0.0823333333333007,0.1435
"140",698,698,"2023-01-06 20:00:00","FRFRIE","measured",9.71633333333334,73.555,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",20,"night","2023-01-06","leafless",2023,1,6,19,"2023-01-06 19:59:00",2.14,3.21,0.444166666666661,4,0.11916666666666,0.180833333333331
"141",704,704,"2023-01-06 21:00:00","FRFRIE","measured",9.42433333333333,75.275,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",21,"night","2023-01-06","leafless",2023,1,6,20,"2023-01-06 20:59:00",1.94,2.79,0.29200000000001,5,0.202,0.139166666666661
"142",707,707,"2023-01-06 22:00:00","FRFRIE","measured",9.12333333333333,76.9033333333334,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",22,"night","2023-01-06","leafless",2023,1,6,21,"2023-01-06 21:59:00",1.73,2.54,0.301,6,0.244333333333341,0.164666666666671
"143",715,715,"2023-01-06 23:00:00","FRFRIE","measured",8.84,78.4533333333334,1,48.010887,7.841538,"2023-01-06 07:19:10","2023-01-06 15:51:33",23,"night","2023-01-06","leafless",2023,1,6,22,"2023-01-06 22:59:00",2.43,3.13,0.28333333333333,7,0.532333333333341,0.233499999999999
"144",716,716,"2023-01-07 00:00:00","FRFRIE","measured",8.44683333333333,82.4650000000001,1,48.010887,7.841538,"2023-01-07 07:18:54","2023-01-07 15:52:41",0,"night","2023-01-06","leafless",2023,1,6,23,"2023-01-06 23:59:00",1.22,2.31,0.393166666666669,8,0.533666666666669,0.18641666666667
"145",725,725,"2023-01-07 01:00:00","FRFRIE","measured",8.23350000000001,84.7983333333334,1,48.010887,7.841538,"2023-01-07 07:18:54","2023-01-07 15:52:41",1,"night","2023-01-07","leafless",2023,1,7,0,"2023-01-07 00:59:00",0.82,1.45,0.21333333333332,9,0.848499999999991,0.19483333333333
"146",730,730,"2023-01-07 02:00:00","FRFRIE","measured",8.27833333333333,84.7766666666667,1,48.010887,7.841538,"2023-01-07 07:18:54","2023-01-07 15:52:41",2,"night","2023-01-07","leafless",2023,1,7,1,"2023-01-07 01:59:00",1.35,1.95,-0.0448333333333206,10,0.789,0.28033333333333
"147",731,731,"2023-01-07 03:00:00","FRFRIE","measured",8.27216666666668,84.9866666666667,1,48.010887,7.841538,"2023-01-07 07:18:54","2023-01-07 15:52:41",3,"night","2023-01-07","leafless",2023,1,7,2,"2023-01-07 02:59:00",1.71,2.42,0.00616666666665111,11,0.89433333333332,0.20433333333332
"148",740,740,"2023-01-07 04:00:00","FRFRIE","measured",8.54466666666667,81.2100000000001,1,48.010887,7.841538,"2023-01-07 07:18:54","2023-01-07 15:52:41",4,"night","2023-01-07","leafless",2023,1,7,3,"2023-01-07 03:59:00",2.28,2.85,-0.27249999999999,12,0.77233333333333,0.15833333333334
"149",744,744,"2023-01-07 05:00:00","FRFRIE","measured",8.37366666666667,82.7583333333333,1,48.010887,7.841538,"2023-01-07 07:18:54","2023-01-07 15:52:41",5,"night","2023-01-07","leafless",2023,1,7,4,"2023-01-07 04:59:00",1.98,2.54,0.170999999999999,13,0.799166666666659,0.17516666666668
"150",748,748,"2023-01-07 06:00:00","FRFRIE","measured",8.5175,80.6083333333333,1,48.010887,7.841538,"2023-01-07 07:18:54","2023-01-07 15:52:41",6,"night","2023-01-07","leafless",2023,1,7,5,"2023-01-07 05:59:00",2.44,3.84,-0.14383333333333,14,0.42133333333333,-0.153
"151",755,755,"2023-01-07 07:00:00","FRFRIE","measured",8.46066666666667,77.005,1,48.010887,7.841538,"2023-01-07 07:18:54","2023-01-07 15:52:41",7,"night","2023-01-07","leafless",2023,1,7,6,"2023-01-07 06:59:00",2.79,3.67,0.05683333333333,15,0.0956666666666592,0.165416666666671
"152",756,756,"2023-01-07 08:00:00","FRFRIE","measured",8.79266666666667,71.0266666666667,1,48.010887,7.841538,"2023-01-07 07:18:54","2023-01-07 15:52:41",8,"day","2023-01-07","leafless",2023,1,7,7,"2023-01-07 07:59:00",4.21,6.28,-0.332000000000001,16,-0.124666666666661,-0.0261666666666702
"153",761,761,"2023-01-07 09:00:00","FRFRIE","measured",9.782,66.2483333333333,1,48.010887,7.841538,"2023-01-07 07:18:54","2023-01-07 15:52:41",9,"day","2023-01-07","leafless",2023,1,7,8,"2023-01-07 08:59:00",6.06,7.94,-0.989333333333329,17,0.14383333333334,0.0306666666666509
"154",767,767,"2023-01-07 10:00:00","FRFRIE","measured",12.4663333333333,57.425,1,48.010887,7.841538,"2023-01-07 07:18:54","2023-01-07 15:52:41",10,"day","2023-01-07","leafless",2023,1,7,9,"2023-01-07 09:59:00",4.3,5.63,-2.6843333333333,18,-0.372833333333299,0.763333333333401
"155",771,771,"2023-01-07 11:00:00","FRFRIE","measured",14.5791666666667,50.3516666666668,1,48.010887,7.841538,"2023-01-07 07:18:54","2023-01-07 15:52:41",11,"day","2023-01-07","leafless",2023,1,7,10,"2023-01-07 10:59:00",3.68,5.34,-2.1128333333334,19,-1.6591666666667,0.4191666666666
"156",777,777,"2023-01-07 12:00:00","FRFRIE","measured",16.2308333333333,44.8383333333334,1,48.010887,7.841538,"2023-01-07 07:18:54","2023-01-07 15:52:41",12,"day","2023-01-07","leafless",2023,1,7,11,"2023-01-07 11:59:00",1.54,2.29,-1.6516666666666,20,-3.7366666666666,-0.399500000000002
"157",785,785,"2023-01-07 13:00:00","FRFRIE","measured",16.4923333333333,41.77,1,48.010887,7.841538,"2023-01-07 07:18:54","2023-01-07 15:52:41",13,"day","2023-01-07","leafless",2023,1,7,12,"2023-01-07 12:59:00",3.32,5.01,-0.261499999999998,21,-2.8538333333333,-0.679666666666598
"158",790,790,"2023-01-07 14:00:00","FRFRIE","measured",14.9345,46.0316666666666,1,48.010887,7.841538,"2023-01-07 07:18:54","2023-01-07 15:52:41",14,"day","2023-01-07","leafless",2023,1,7,13,"2023-01-07 13:59:00",4.51,7.36,1.5578333333333,22,-1.543,-0.0156666666667
"159",795,795,"2023-01-07 15:00:00","FRFRIE","measured",13.2323333333333,53.3166666666666,1,48.010887,7.841538,"2023-01-07 07:18:54","2023-01-07 15:52:41",15,"day","2023-01-07","leafless",2023,1,7,14,"2023-01-07 14:59:00",3.37,5.97,1.7021666666667,23,-0.613999999999999,0.847833333333401
"160",800,800,"2023-01-07 16:00:00","FRFRIE","measured",11.7963333333333,58.3033333333334,1,48.010887,7.841538,"2023-01-07 07:18:54","2023-01-07 15:52:41",16,"night","2023-01-07","leafless",2023,1,7,15,"2023-01-07 15:59:00",3.34,5.52,1.436,0,-0.00733333333329966,0.214
"161",805,805,"2023-01-07 17:00:00","FRFRIE","measured",9.91216666666667,65.0766666666667,1,48.010887,7.841538,"2023-01-07 07:18:54","2023-01-07 15:52:41",17,"night","2023-01-07","leafless",2023,1,7,16,"2023-01-07 16:59:00",3.06,5.61,1.88416666666663,1,0.722166666666631,0.15166666666663
