"","X.3","X.2","datetime","station_id","type","ta","rh","No","station_lat","station_lon","sunrise","sunset","time_of_day","period","date","phenophase","Year","Month","Day_of_month","Hour","YYYYMMDDHHMM_To","WindSpeed_Avg_m_s","WindSpeed_Max_m_s","cooling_rate","time_after_sunset","temp_diff_KART","temp_diff_INST","temp_diff_HERD"
"85",425,425,"2023-01-04 13:00:00","FRSTGA","measured",10.2523333333333,62.8866666666667,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",13,"day","2023-01-04","leafless",2023,1,4,12,"2023-01-04 12:59:00",8.31,13.09,0.0743333333333993,21,0.112166666666699,0.0906666666666993,0.0709999999999997
"86",428,428,"2023-01-04 14:00:00","FRSTGA","measured",10.1513333333333,68.4383333333333,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",14,"day","2023-01-04","leafless",2023,1,4,13,"2023-01-04 13:59:00",9.15,12.48,0.101000000000001,22,0.1901666666667,0.123666666666701,0.197000000000001
"87",433,433,"2023-01-04 15:00:00","FRSTGA","measured",10.2118333333333,69.1033333333333,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",15,"day","2023-01-04","leafless",2023,1,4,14,"2023-01-04 14:59:00",6.81,9.97,-0.0604999999999993,23,0.2701666666667,0.1578333333334,0.233166666666701
"88",440,440,"2023-01-04 16:00:00","FRSTGA","measured",10.0905,72.6766666666667,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",16,"night","2023-01-04","leafless",2023,1,4,15,"2023-01-04 15:59:00",7.69,13.02,0.121333333333299,0,0.2771666666667,0.170666666666699,0.304499999999999
"89",441,441,"2023-01-04 17:00:00","FRSTGA","measured",10.392,74.48,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",17,"night","2023-01-04","leafless",2023,1,4,16,"2023-01-04 16:59:00",8.07,11.8,-0.301499999999999,1,0.220166666666701,0.0940000000000012,0.243
"90",447,447,"2023-01-04 18:00:00","FRSTGA","measured",10.6866666666667,74.435,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",18,"night","2023-01-04","leafless",2023,1,4,17,"2023-01-04 17:59:00",10.09,12.93,-0.2946666666667,2,0.207666666666601,0.1209166666666,0.295
"91",454,454,"2023-01-04 19:00:00","FRSTGA","measured",10.962,75.2216666666668,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",19,"night","2023-01-04","leafless",2023,1,4,18,"2023-01-04 18:59:00",9.48,12.37,-0.2753333333333,3,0.1923333333333,0.0678333333333008,0.233000000000001
"92",460,460,"2023-01-04 20:00:00","FRSTGA","measured",10.998,77.5333333333335,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",20,"night","2023-01-04","leafless",2023,1,4,19,"2023-01-04 19:59:00",7.65,12.9,-0.0359999999999996,4,0.1406666666667,0.0516666666667014,0.237
"93",462,462,"2023-01-04 21:00:00","FRSTGA","measured",11.0146666666667,79.1016666666667,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",21,"night","2023-01-04","leafless",2023,1,4,20,"2023-01-04 20:59:00",7.39,11.93,-0.0166666666667012,5,0.1286666666666,0.0465,0.237
"94",470,470,"2023-01-04 22:00:00","FRSTGA","measured",10.9475,79.9633333333334,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",22,"night","2023-01-04","leafless",2023,1,4,21,"2023-01-04 21:59:00",8.48,11.77,0.0671666666667008,6,0.1533333333333,0.0715000000000003,0.269166666666701
"95",471,471,"2023-01-04 23:00:00","FRSTGA","measured",10.9128333333333,80.8683333333333,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",23,"night","2023-01-04","leafless",2023,1,4,22,"2023-01-04 22:59:00",8.85,12.49,0.0346666666667002,7,0.123000000000001,0.0348333333334008,0.2455
"96",480,480,"2023-01-05 00:00:00","FRSTGA","measured",11.1426666666667,80.05,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",0,"night","2023-01-04","leafless",2023,1,4,23,"2023-01-04 23:59:00",9.1,13.26,-0.229833333333401,8,0.102666666666599,-0.0113333333334005,0.165666666666599
"97",481,481,"2023-01-05 01:00:00","FRSTGA","measured",11.1458333333333,81.2433333333333,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",1,"night","2023-01-05","leafless",2023,1,5,0,"2023-01-05 00:59:00",8.78,12.45,-0.00316666666659948,9,0.1768333333334,0.0259999999999998,0.2091666666667
"98",488,488,"2023-01-05 02:00:00","FRSTGA","measured",10.6729166666667,86.1175,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",2,"night","2023-01-05","leafless",2023,1,5,1,"2023-01-05 01:59:00",8.74,11.31,0.472916666666601,10,0.2629166666666,0.1845833333333,0.352083333333301
"99",491,491,"2023-01-05 03:00:00","FRSTGA","measured",10.7888333333333,84.7133333333333,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",3,"night","2023-01-05","leafless",2023,1,5,2,"2023-01-05 02:59:00",8.56,11.4,-0.115916666666601,11,0.199333333333399,0.112166666666699,0.299499999999998
"100",499,499,"2023-01-05 04:00:00","FRSTGA","measured",10.808,84.7066666666667,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",4,"night","2023-01-05","leafless",2023,1,5,3,"2023-01-05 03:59:00",7.76,10.01,-0.019166666666699,12,0.1976666666667,0.0958333333332995,0.2703333333333
"101",501,501,"2023-01-05 05:00:00","FRSTGA","measured",10.8323333333333,84.9916666666666,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",5,"night","2023-01-05","leafless",2023,1,5,4,"2023-01-05 04:59:00",7.88,9.64,-0.0243333333333009,13,0.195833333333399,0.122666666666699,0.299333333333399
"102",509,509,"2023-01-05 06:00:00","FRSTGA","measured",11.0035,84.415,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",6,"night","2023-01-05","leafless",2023,1,5,5,"2023-01-05 05:59:00",7.07,9.58,-0.1711666666667,14,0.220499999999999,0.141999999999999,0.2998333333333
"103",511,511,"2023-01-05 07:00:00","FRSTGA","measured",11.0905,84.5483333333334,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",7,"night","2023-01-05","leafless",2023,1,5,6,"2023-01-05 06:59:00",6.72,9.01,-0.0869999999999997,15,0.2223333333333,0.1796666666667,0.356166666666699
"104",519,519,"2023-01-05 08:00:00","FRSTGA","measured",11.29,84.7816666666667,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",8,"day","2023-01-05","leafless",2023,1,5,7,"2023-01-05 07:59:00",6.71,9.05,-0.199499999999999,16,0.206666666666701,0.147833333333301,0.313333333333301
"105",523,523,"2023-01-05 09:00:00","FRSTGA","measured",11.3468333333333,85.9916666666667,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",9,"day","2023-01-05","leafless",2023,1,5,8,"2023-01-05 08:59:00",5.9,8.67,-0.0568333333333015,17,0.186,0.0528333333333997,0.0714999999999986
"106",526,526,"2023-01-05 10:00:00","FRSTGA","measured",12.1665,78.88,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",10,"day","2023-01-05","leafless",2023,1,5,9,"2023-01-05 09:59:00",3.88,6.4,-0.819666666666699,18,0.227833333333301,0.365500000000001,-0.294833333333299
"107",534,534,"2023-01-05 11:00:00","FRSTGA","measured",12.7188333333333,71.735,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",11,"day","2023-01-05","leafless",2023,1,5,10,"2023-01-05 10:59:00",3.38,5.9,-0.552333333333301,19,0.179499999999999,0.0863333333333998,-0.132166666666601
"108",540,540,"2023-01-05 12:00:00","FRSTGA","measured",12.6715,77.2533333333334,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",12,"day","2023-01-05","leafless",2023,1,5,11,"2023-01-05 11:59:00",5.16,7.41,0.0473333333333006,20,0.00366666666669957,0.0878333333333003,-0.0331666666667001
"109",541,541,"2023-01-05 13:00:00","FRSTGA","measured",13.0076666666667,75.2983333333334,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",13,"day","2023-01-05","leafless",2023,1,5,12,"2023-01-05 12:59:00",5.95,9.02,-0.336166666666699,21,-0.0783333333333989,0.0808333333333007,-0.0626666666666988
"110",548,548,"2023-01-05 14:00:00","FRSTGA","measured",12.8806666666667,76.4350000000001,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",14,"day","2023-01-05","leafless",2023,1,5,13,"2023-01-05 13:59:00",5.72,7.77,0.126999999999999,22,0.0308333333333,0.119,0.0476666666666006
"111",551,551,"2023-01-05 15:00:00","FRSTGA","measured",12.4971666666667,77.2683333333333,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",15,"day","2023-01-05","leafless",2023,1,5,14,"2023-01-05 14:59:00",5.14,7.15,0.3835,23,0.264166666666599,0.2041666666666,0.317833333333299
"112",556,556,"2023-01-05 16:00:00","FRSTGA","measured",12.1823333333333,78.9783333333334,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",16,"night","2023-01-05","leafless",2023,1,5,15,"2023-01-05 15:59:00",4.76,7.53,0.3148333333334,0,0.328666666666699,0.2005,0.350999999999999
"113",564,564,"2023-01-05 17:00:00","FRSTGA","measured",12.0393333333333,76.8916666666667,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",17,"night","2023-01-05","leafless",2023,1,5,16,"2023-01-05 16:59:00",4.35,6.34,0.143000000000001,1,0.3743333333334,0.2046666666667,0.202333333333399
"114",568,568,"2023-01-05 18:00:00","FRSTGA","measured",11.9018333333333,73.1466666666667,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",18,"night","2023-01-05","leafless",2023,1,5,17,"2023-01-05 17:59:00",3.74,6.26,0.137499999999999,2,0.4761666666667,0.2463333333334,0.1031666666667
"115",574,574,"2023-01-05 19:00:00","FRSTGA","measured",11.775,73.3133333333334,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",19,"night","2023-01-05","leafless",2023,1,5,18,"2023-01-05 18:59:00",3.74,5.26,0.1268333333333,3,0.6061666666667,0.3946666666667,0.1766666666667
"116",576,576,"2023-01-05 20:00:00","FRSTGA","measured",11.4106666666667,76.425,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",20,"night","2023-01-05","leafless",2023,1,5,19,"2023-01-05 19:59:00",3.08,4.71,0.364333333333301,4,0.6845,0.610000000000001,0.4193333333333
"117",581,581,"2023-01-05 21:00:00","FRSTGA","measured",10.5983333333333,81.68,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",21,"night","2023-01-05","leafless",2023,1,5,20,"2023-01-05 20:59:00",2.92,4.42,0.812333333333399,5,0.7005,0.718166666666699,0.524999999999999
"118",590,590,"2023-01-05 22:00:00","FRSTGA","measured",10.6038333333333,80.7333333333333,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",22,"night","2023-01-05","leafless",2023,1,5,21,"2023-01-05 21:59:00",3.48,4.11,-0.00549999999999962,6,0.5983333333334,0.489833333333399,0.391166666666699
"119",593,593,"2023-01-05 23:00:00","FRSTGA","measured",10.7381666666667,77.9816666666666,1,47.997815,7.857968,"2023-01-05 07:19:16","2023-01-05 15:50:27",23,"night","2023-01-05","leafless",2023,1,5,22,"2023-01-05 22:59:00",3.7,4.93,-0.1343333333334,7,0.547499999999999,0.3796666666666,0.5051666666666
"120",600,600,"2023-01-06 00:00:00","FRSTGA","measured",9.87966666666667,81.6616666666667,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",0,"night","2023-01-05","leafless",2023,1,5,23,"2023-01-05 23:59:00",3.02,3.98,0.85850000000003,8,0.643333333333329,0.318833333333329,-0.02633333333333
"121",604,604,"2023-01-06 01:00:00","FRSTGA","measured",9.02533333333333,86.1333333333334,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",1,"night","2023-01-06","leafless",2023,1,6,0,"2023-01-06 00:59:00",2.23,2.65,0.85433333333334,9,1.12133333333337,0.57,-0.52033333333333
"122",607,607,"2023-01-06 02:00:00","FRSTGA","measured",8.48183333333334,87.7216666666667,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",2,"night","2023-01-06","leafless",2023,1,6,1,"2023-01-06 01:59:00",2.39,3.26,0.543499999999991,10,1.08883333333332,0.358333333333331,-0.541833333333339
"123",612,612,"2023-01-06 03:00:00","FRSTGA","measured",7.95133333333333,90.0583333333334,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",3,"night","2023-01-06","leafless",2023,1,6,2,"2023-01-06 02:59:00",2.61,4.44,0.53050000000001,11,0.87050000000001,0.49333333333334,-0.36633333333332
"124",618,618,"2023-01-06 04:00:00","FRSTGA","measured",7.31016666666668,91.085,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",4,"night","2023-01-06","leafless",2023,1,6,3,"2023-01-06 03:59:00",3.52,4.63,0.64116666666665,12,1.15599999999998,0.87149999999999,-0.0385000000000195
"125",625,625,"2023-01-06 05:00:00","FRSTGA","measured",6.6855,93.7150000000001,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",5,"night","2023-01-06","leafless",2023,1,6,4,"2023-01-06 04:59:00",3.03,4.48,0.62466666666668,13,1.52566666666667,1.09849999999999,0.34450000000001
"126",628,628,"2023-01-06 06:00:00","FRSTGA","measured",7.18516666666667,92.7033333333333,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",6,"night","2023-01-06","leafless",2023,1,6,5,"2023-01-06 05:59:00",1.55,2.3,-0.49966666666667,14,1.326,0.83516666666667,0.35816666666666
"127",635,635,"2023-01-06 07:00:00","FRSTGA","measured",7.385,93.3166666666667,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",7,"night","2023-01-06","leafless",2023,1,6,6,"2023-01-06 06:59:00",1.76,3.3,-0.19983333333333,15,1.24816666666667,0.685666666666661,0.28499999999999
"128",640,640,"2023-01-06 08:00:00","FRSTGA","measured",7.81816666666667,93.3983333333334,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",8,"day","2023-01-06","leafless",2023,1,6,7,"2023-01-06 07:59:00",1.01,1.72,-0.43316666666667,16,1.27,0.803000000000001,0.30183333333332
"129",645,645,"2023-01-06 09:00:00","FRSTGA","measured",9.15249999999999,89.0233333333334,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",9,"day","2023-01-06","leafless",2023,1,6,8,"2023-01-06 08:59:00",1.81,3.16,-1.33433333333332,17,0.829666666666672,0.45566666666668,-0.0174999999999894
"130",646,646,"2023-01-06 10:00:00","FRSTGA","measured",10.6988333333333,78.3316666666667,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",10,"day","2023-01-06","leafless",2023,1,6,9,"2023-01-06 09:59:00",2.24,5.28,-1.54633333333331,18,0.292000000000002,0.0991666666667008,-0.441224637681099
"131",651,651,"2023-01-06 11:00:00","FRSTGA","measured",12.6853333333333,68.8766666666667,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",11,"day","2023-01-06","leafless",2023,1,6,10,"2023-01-06 10:59:00",4.59,6.59,-1.9865,19,-1.0401666666666,-0.8255,-1.1162753623188
"132",659,659,"2023-01-06 12:00:00","FRSTGA","measured",12.4336666666667,66.5516666666666,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",12,"day","2023-01-06","leafless",2023,1,6,11,"2023-01-06 11:59:00",4.74,6.66,0.251666666666601,20,0.1231666666666,0.159833333333301,-0.065333333333399
"133",665,665,"2023-01-06 13:00:00","FRSTGA","measured",12.4243333333333,66.7033333333334,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",13,"day","2023-01-06","leafless",2023,1,6,12,"2023-01-06 12:59:00",5.41,7.44,0.00933333333339981,21,-0.0439999999999987,-0.1531666666666,-0.162666666666599
"134",666,666,"2023-01-06 14:00:00","FRSTGA","measured",11.6591666666667,68.41,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",14,"day","2023-01-06","leafless",2023,1,6,13,"2023-01-06 13:59:00",5.08,7.87,0.7651666666666,22,0.2358333333333,0.297333333333301,0.2041666666666
"135",675,675,"2023-01-06 15:00:00","FRSTGA","measured",11.318,66.8,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",15,"day","2023-01-06","leafless",2023,1,6,14,"2023-01-06 14:59:00",5.76,7.4,0.3411666666667,23,0.311500000000001,0.234,0.3386666666667
"136",676,676,"2023-01-06 16:00:00","FRSTGA","measured",10.6721666666667,70.4633333333333,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",16,"night","2023-01-06","leafless",2023,1,6,15,"2023-01-06 15:59:00",5.11,6.77,0.6458333333333,0,0.442500000000001,0.2835,0.461166666666601
"137",685,685,"2023-01-06 17:00:00","FRSTGA","measured",10.2325,72.4466666666666,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",17,"night","2023-01-06","leafless",2023,1,6,16,"2023-01-06 16:59:00",4.07,5.45,0.4396666666667,1,0.455833333333301,0.237,0.3791666666667
"138",686,686,"2023-01-06 18:00:00","FRSTGA","measured",9.92016666666667,72.54,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",18,"night","2023-01-06","leafless",2023,1,6,17,"2023-01-06 17:59:00",3.42,4.89,0.31233333333333,2,0.73133333333333,0.497833333333329,0.578166666666629
"139",692,692,"2023-01-06 19:00:00","FRSTGA","measured",9.63016666666667,73.4766666666667,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",19,"night","2023-01-06","leafless",2023,1,6,18,"2023-01-06 18:59:00",3.27,4.23,0.290000000000001,3,1.05800000000003,0.74700000000003,0.721500000000031
"140",696,696,"2023-01-06 20:00:00","FRSTGA","measured",8.98100000000001,77.2433333333332,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",20,"night","2023-01-06","leafless",2023,1,6,19,"2023-01-06 19:59:00",2.14,3.21,0.649166666666659,4,1.49266666666669,1.14733333333329,0.67733333333333
"141",701,701,"2023-01-06 21:00:00","FRSTGA","measured",8.99533333333334,77.3899999999999,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",21,"night","2023-01-06","leafless",2023,1,6,20,"2023-01-06 20:59:00",1.94,2.79,-0.0143333333333295,5,0.983999999999989,0.80549999999999,0.41799999999999
"142",709,709,"2023-01-06 22:00:00","FRSTGA","measured",8.83716666666667,76.1283333333333,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",22,"night","2023-01-06","leafless",2023,1,6,21,"2023-01-06 21:59:00",1.73,2.54,0.15816666666667,6,0.753,0.645,0.427833333333339
"143",711,711,"2023-01-06 23:00:00","FRSTGA","measured",8.8375,75.1850000000001,1,47.997815,7.857968,"2023-01-06 07:19:03","2023-01-06 15:51:33",23,"night","2023-01-06","leafless",2023,1,6,22,"2023-01-06 22:59:00",2.43,3.13,-0.000333333333330188,7,0.73933333333332,0.65516666666667,0.354166666666659
"144",719,719,"2023-01-07 00:00:00","FRSTGA","measured",8.57083333333334,78.31,1,47.997815,7.857968,"2023-01-07 07:18:47","2023-01-07 15:52:40",0,"night","2023-01-06","leafless",2023,1,6,23,"2023-01-06 23:59:00",1.22,2.31,0.26666666666666,8,0.989833333333321,0.7585,0.61083333333333
"145",723,723,"2023-01-07 01:00:00","FRSTGA","measured",8.47699999999999,78.8833333333334,1,47.997815,7.857968,"2023-01-07 07:18:47","2023-01-07 15:52:40",1,"night","2023-01-07","leafless",2023,1,7,0,"2023-01-07 00:59:00",0.82,1.45,0.0938333333333503,9,1.07616666666667,0.83333333333333,0.439666666666691
"146",729,729,"2023-01-07 02:00:00","FRSTGA","measured",8.81316666666666,76.3416666666667,1,47.997815,7.857968,"2023-01-07 07:18:47","2023-01-07 15:52:40",2,"night","2023-01-07","leafless",2023,1,7,1,"2023-01-07 01:59:00",1.35,1.95,-0.336166666666671,10,0.984666666666669,0.65033333333335,0.153499999999999
"147",734,734,"2023-01-07 03:00:00","FRSTGA","measured",8.91166666666667,75.4916666666667,1,47.997815,7.857968,"2023-01-07 07:18:47","2023-01-07 15:52:40",3,"night","2023-01-07","leafless",2023,1,7,2,"2023-01-07 02:59:00",1.71,2.42,-0.0985000000000102,11,0.819999999999999,0.602833333333329,0.123333333333319
"148",737,737,"2023-01-07 04:00:00","FRSTGA","measured",8.93699999999999,74.3883333333335,1,47.997815,7.857968,"2023-01-07 07:18:47","2023-01-07 15:52:40",4,"night","2023-01-07","leafless",2023,1,7,3,"2023-01-07 03:59:00",2.28,2.85,-0.0253333333333199,12,0.73350000000001,0.50966666666668,0.116333333333349
"149",742,742,"2023-01-07 05:00:00","FRSTGA","measured",8.89816666666667,74.395,1,47.997815,7.857968,"2023-01-07 07:18:47","2023-01-07 15:52:40",5,"night","2023-01-07","leafless",2023,1,7,4,"2023-01-07 04:59:00",1.98,2.54,0.0388333333333204,13,0.64849999999999,0.47866666666666,0.19350000000002
"150",750,750,"2023-01-07 06:00:00","FRSTGA","measured",8.69716666666667,75.1283333333333,1,47.997815,7.857968,"2023-01-07 07:18:47","2023-01-07 15:52:40",6,"night","2023-01-07","leafless",2023,1,7,5,"2023-01-07 05:59:00",2.44,3.84,0.201000000000001,14,0.508333333333331,0.454500000000001,0.39450000000001
"151",753,753,"2023-01-07 07:00:00","FRSTGA","measured",8.18466666666668,76.3433333333333,1,47.997815,7.857968,"2023-01-07 07:18:47","2023-01-07 15:52:40",7,"night","2023-01-07","leafless",2023,1,7,6,"2023-01-07 06:59:00",2.79,3.67,0.51249999999999,15,0.57349999999999,0.392999999999981,0.783666666666662
"152",759,759,"2023-01-07 08:00:00","FRSTGA","measured",8.05983333333333,72.26,1,47.997815,7.857968,"2023-01-07 07:18:47","2023-01-07 15:52:40",8,"day","2023-01-07","leafless",2023,1,7,7,"2023-01-07 07:59:00",4.21,6.28,0.124833333333349,16,0.46549999999999,0.52183333333333,0.878500000000001
